TASK 3 - PHASE 6: CONTROL INTERFACE TELEMETRY
Structured output for Rajaryan (Control) + Dhruv (Data)
===============================================================================================

   Time | Active |  Phase |    State | Progress |  FL_hip |  FR_hip |  RL_hip |  RR_hip |   Failures
  6.930 |     RR | STANCE |   STABLE |    0.495 |   -9.97 |  -10.00 |  -10.00 |   -2.87 |       none
  6.940 |     RR | STANCE |   STABLE |    0.496 |   -9.97 |  -10.00 |  -10.00 |   -2.99 |       none
  6.950 |     RR | STANCE |   STABLE |    0.496 |   -9.97 |  -10.00 |  -10.00 |   -3.10 |       none
  6.960 |     RR | STANCE |   STABLE |    0.497 |   -9.97 |  -10.00 |  -10.00 |   -3.22 |       none
  6.970 |     RR | STANCE |   STABLE |    0.498 |   -9.97 |  -10.00 |  -10.00 |   -3.33 |       none
  6.980 |     RR | STANCE |   STABLE |    0.499 |   -9.97 |  -10.00 |  -10.00 |   -3.44 |       none
  6.990 |     RR | STANCE |   STABLE |    0.499 |   -9.97 |  -10.00 |  -10.00 |   -3.55 |       none
  7.000 |     RR |  SWING | MARGINAL |    0.500 |   -9.97 |  -10.00 |  -10.00 |   -3.66 |       none
  7.010 |     FR |  SWING | UNSTABLE |    0.501 |   -9.97 |   -9.88 |  -10.00 |   -3.77 |       none
  7.020 |     FR |  SWING | UNSTABLE |    0.501 |   -9.97 |   -9.75 |  -10.00 |   -3.87 |       none
  7.030 |     FR |  SWING | UNSTABLE |    0.502 |   -9.97 |   -9.62 |  -10.00 |   -3.97 |       none
  7.040 |     FR |  SWING | UNSTABLE |    0.503 |   -9.97 |   -9.50 |  -10.00 |   -4.07 |       none
  7.050 |     FR |  SWING | UNSTABLE |    0.504 |   -9.97 |   -9.38 |  -10.00 |   -4.17 |       none
  7.060 |     FR |  SWING | UNSTABLE |    0.504 |   -9.97 |   -9.25 |  -10.00 |   -4.27 |       none
  7.070 |     FR |  SWING | UNSTABLE |    0.505 |   -9.97 |   -9.12 |  -10.00 |   -4.36 |       none
  7.080 |     FR |  SWING | UNSTABLE |    0.506 |   -9.97 |   -9.00 |  -10.00 |   -4.46 |       none
  7.090 |     FR |  SWING | UNSTABLE |    0.506 |   -9.97 |   -8.88 |  -10.00 |   -4.55 |       none
  7.100 |     FR |  SWING | UNSTABLE |    0.507 |   -9.97 |   -8.75 |  -10.00 |   -4.64 |       none
  7.110 |     FR |  SWING | UNSTABLE |    0.508 |   -9.97 |   -8.62 |  -10.00 |   -4.73 |       none
  7.120 |     FR |  SWING | UNSTABLE |    0.509 |   -9.97 |   -8.50 |  -10.00 |   -4.82 |       none
  7.130 |     FR |  SWING | UNSTABLE |    0.509 |   -9.97 |   -8.38 |  -10.00 |   -4.90 |       none
  7.140 |     FR |  SWING | UNSTABLE |    0.510 |   -9.97 |   -8.25 |  -10.00 |   -4.99 |       none
  7.150 |     FR |  SWING | UNSTABLE |    0.511 |   -9.97 |   -8.12 |  -10.00 |   -5.07 |       none
  7.160 |     FR |  SWING | UNSTABLE |    0.511 |   -9.97 |   -8.00 |  -10.00 |   -5.16 |       none
  7.170 |     FR |  SWING | UNSTABLE |    0.512 |   -9.97 |   -7.88 |  -10.00 |   -5.24 |       none
  7.180 |     FR |  SWING | UNSTABLE |    0.513 |   -9.97 |   -7.75 |  -10.00 |   -5.32 |       none
  7.190 |     FR |  SWING | UNSTABLE |    0.514 |   -9.97 |   -7.62 |  -10.00 |   -5.39 |       none
  7.200 |     FR |  SWING | UNSTABLE |    0.514 |   -9.97 |   -7.50 |  -10.00 |   -5.47 |       none
  7.210 |     FR |  SWING | UNSTABLE |    0.515 |   -9.97 |   -7.38 |  -10.00 |   -5.54 |       none
  7.220 |     FR |  SWING | UNSTABLE |    0.516 |   -9.97 |   -7.25 |  -10.00 |   -5.62 |       none
  7.230 |     FR |  SWING | UNSTABLE |    0.516 |   -9.97 |   -7.12 |  -10.00 |   -5.69 |       none
  7.240 |     FR |  SWING | UNSTABLE |    0.517 |   -9.97 |   -7.00 |  -10.00 |   -5.76 |       none
  7.250 |     FR |  SWING | UNSTABLE |    0.518 |   -9.97 |   -6.88 |  -10.00 |   -5.83 |       none
  7.260 |     FR |  SWING | UNSTABLE |    0.519 |   -9.97 |   -6.75 |  -10.00 |   -5.90 |       none
  7.270 |     FR |  SWING | UNSTABLE |    0.519 |   -9.97 |   -6.62 |  -10.00 |   -5.97 |       none
  7.280 |     FR |  SWING | UNSTABLE |    0.520 |   -9.97 |   -6.50 |  -10.00 |   -6.04 |       none
  7.290 |     FR |  SWING | UNSTABLE |    0.521 |   -9.97 |   -6.38 |  -10.00 |   -6.11 |       none
  7.300 |     FR |  SWING | UNSTABLE |    0.521 |   -9.97 |   -6.25 |  -10.00 |   -6.17 |       none
  7.310 |     FR |  SWING | UNSTABLE |    0.522 |   -9.97 |   -6.12 |  -10.00 |   -6.23 |       none
  7.320 |     FR |  SWING | UNSTABLE |    0.523 |   -9.97 |   -6.00 |  -10.00 |   -6.30 |       none
  7.330 |     FR |  SWING | UNSTABLE |    0.524 |   -9.97 |   -5.88 |  -10.00 |   -6.36 |       none
  7.340 |     FR |  SWING | UNSTABLE |    0.524 |   -9.97 |   -5.75 |  -10.00 |   -6.42 |       none
  7.350 |     FR |  SWING | UNSTABLE |    0.525 |   -9.97 |   -5.62 |  -10.00 |   -6.48 |       none
  7.360 |     FR |  SWING | UNSTABLE |    0.526 |   -9.97 |   -5.50 |  -10.00 |   -6.54 |       none
  7.370 |     FR |  SWING | UNSTABLE |    0.526 |   -9.97 |   -5.38 |  -10.00 |   -6.60 |       none
  7.380 |     FR |  SWING | UNSTABLE |    0.527 |   -9.97 |   -5.25 |  -10.00 |   -6.65 |       none
  7.390 |     FR |  SWING | UNSTABLE |    0.528 |   -9.97 |   -5.12 |  -10.00 |   -6.71 |       none
  7.400 |     FR |  SWING | UNSTABLE |    0.529 |   -9.97 |   -5.00 |  -10.00 |   -6.76 |       none
  7.410 |     FR |  SWING | UNSTABLE |    0.529 |   -9.97 |   -4.88 |  -10.00 |   -6.82 |       none
  7.420 |     FR |  SWING | UNSTABLE |    0.530 |   -9.97 |   -4.75 |  -10.00 |   -6.87 |       none
  7.430 |     FR |  SWING | UNSTABLE |    0.531 |   -9.97 |   -4.62 |  -10.00 |   -6.92 |       none
  7.440 |     FR |  SWING | UNSTABLE |    0.531 |   -9.97 |   -4.50 |  -10.00 |   -6.97 |       none
  7.450 |     FR |  SWING | UNSTABLE |    0.532 |   -9.97 |   -4.38 |  -10.00 |   -7.03 |       none
  7.460 |     FR |  SWING | UNSTABLE |    0.533 |   -9.97 |   -4.25 |  -10.00 |   -7.08 |       none
  7.470 |     FR |  SWING | UNSTABLE |    0.534 |   -9.97 |   -4.12 |  -10.00 |   -7.12 |       none
  7.480 |     FR |  SWING | UNSTABLE |    0.534 |   -9.97 |   -4.00 |  -10.00 |   -7.17 |       none
  7.490 |     FR |  SWING | UNSTABLE |    0.535 |   -9.97 |   -3.88 |  -10.00 |   -7.22 |       none
  7.500 |     FR |  SWING | UNSTABLE |    0.536 |   -9.97 |   -3.75 |  -10.00 |   -7.26 |       none
  7.510 |     FR |  SWING | UNSTABLE |    0.536 |   -9.97 |   -3.62 |  -10.00 |   -7.31 |       none
  7.520 |     FR |  SWING | UNSTABLE |    0.537 |   -9.97 |   -3.50 |  -10.00 |   -7.36 |       none
  7.530 |     FR |  SWING | UNSTABLE |    0.538 |   -9.97 |   -3.38 |  -10.00 |   -7.40 |       none
  7.540 |     FR |  SWING | UNSTABLE |    0.539 |   -9.97 |   -3.25 |  -10.00 |   -7.44 |       none
  7.550 |     FR |  SWING | UNSTABLE |    0.539 |   -9.97 |   -3.12 |  -10.00 |   -7.49 |       none
  7.560 |     FR |  SWING | UNSTABLE |    0.540 |   -9.97 |   -3.00 |  -10.00 |   -7.53 |       none
  7.570 |     FR |  SWING | UNSTABLE |    0.541 |   -9.97 |   -2.88 |  -10.00 |   -7.57 |       none
  7.580 |     FR |  SWING | UNSTABLE |    0.541 |   -9.97 |   -2.75 |  -10.00 |   -7.61 |       none
  7.590 |     FR |  SWING | UNSTABLE |    0.542 |   -9.97 |   -2.62 |  -10.00 |   -7.65 |       none
  7.600 |     FR |  SWING | UNSTABLE |    0.543 |   -9.97 |   -2.50 |  -10.00 |   -7.69 |       none
  7.610 |     FR |  SWING | UNSTABLE |    0.544 |   -9.97 |   -2.38 |  -10.00 |   -7.73 |       none
  7.620 |     FR |  SWING | UNSTABLE |    0.544 |   -9.97 |   -2.25 |  -10.00 |   -7.77 |       none
  7.630 |     FR |  SWING | UNSTABLE |    0.545 |   -9.97 |   -2.12 |  -10.00 |   -7.80 |       none
  7.640 |     FR |  SWING | UNSTABLE |    0.546 |   -9.97 |   -2.00 |  -10.00 |   -7.84 |       none
  7.650 |     FR |  SWING | UNSTABLE |    0.546 |   -9.97 |   -1.88 |  -10.00 |   -7.88 |       none
  7.660 |     FR |  SWING | UNSTABLE |    0.547 |   -9.97 |   -1.75 |  -10.00 |   -7.91 |       none
  7.670 |     FR |  SWING | UNSTABLE |    0.548 |   -9.97 |   -1.62 |  -10.00 |   -7.95 |       none
  7.680 |     FR |  SWING | UNSTABLE |    0.549 |   -9.97 |   -1.50 |  -10.00 |   -7.98 |       none
  7.690 |     FR |  SWING | UNSTABLE |    0.549 |   -9.97 |   -1.38 |  -10.00 |   -8.01 |       none
  7.700 |     FR |  SWING | UNSTABLE |    0.550 |   -9.97 |   -1.25 |  -10.00 |   -8.05 |       none
  7.710 |     FR |  SWING | UNSTABLE |    0.551 |   -9.97 |   -1.12 |  -10.00 |   -8.08 |       none
  7.720 |     FR |  SWING | UNSTABLE |    0.551 |   -9.97 |   -1.00 |  -10.00 |   -8.11 |       none
  7.730 |     FR |  SWING | UNSTABLE |    0.552 |   -9.97 |   -0.88 |  -10.00 |   -8.14 |       none
  7.740 |     FR |  SWING | UNSTABLE |    0.553 |   -9.97 |   -0.75 |  -10.00 |   -8.17 |       none
  7.750 |     FR |  SWING | UNSTABLE |    0.554 |   -9.97 |   -0.62 |  -10.00 |   -8.20 |       none
  7.760 |     FR |  SWING | UNSTABLE |    0.554 |   -9.97 |   -0.50 |  -10.00 |   -8.23 |       none
  7.770 |     FR |  SWING | UNSTABLE |    0.555 |   -9.97 |   -0.38 |  -10.00 |   -8.26 |       none
  7.780 |     FR |  SWING | UNSTABLE |    0.556 |   -9.97 |   -0.25 |  -10.00 |   -8.29 |       none
  7.790 |     FR |  SWING | UNSTABLE |    0.556 |   -9.97 |   -0.12 |  -10.00 |   -8.32 |       none
  7.800 |     FR |  SWING | UNSTABLE |    0.557 |   -9.97 |    0.00 |  -10.00 |   -8.35 |       none
  7.810 |     FR |  SWING | UNSTABLE |    0.558 |   -9.97 |    0.12 |  -10.00 |   -8.38 |       none
  7.820 |     FR |  SWING | UNSTABLE |    0.559 |   -9.97 |    0.25 |  -10.00 |   -8.40 |       none
  7.830 |     FR |  SWING | UNSTABLE |    0.559 |   -9.97 |    0.38 |  -10.00 |   -8.43 |       none
  7.840 |     FR |  SWING | UNSTABLE |    0.560 |   -9.97 |    0.50 |  -10.00 |   -8.46 |       none
  7.850 |     FR |  SWING | UNSTABLE |    0.561 |   -9.97 |    0.62 |  -10.00 |   -8.48 |       none
  7.860 |     FR |  SWING | UNSTABLE |    0.561 |   -9.97 |    0.75 |  -10.00 |   -8.51 |       none
  7.870 |     FR |  SWING | UNSTABLE |    0.562 |   -9.97 |    0.88 |  -10.00 |   -8.53 |       none
  7.880 |     FR |  SWING | UNSTABLE |    0.563 |   -9.97 |    1.00 |  -10.00 |   -8.56 |       none
  7.890 |     FR |  SWING | UNSTABLE |    0.564 |   -9.97 |    1.12 |  -10.00 |   -8.58 |       none
  7.900 |     FR |  SWING | UNSTABLE |    0.564 |   -9.97 |    1.25 |  -10.00 |   -8.60 |       none
  7.910 |     FR |  SWING | UNSTABLE |    0.565 |   -9.97 |    1.38 |  -10.00 |   -8.63 |       none
  7.920 |     FR |  SWING | UNSTABLE |    0.566 |   -9.97 |    1.50 |  -10.00 |   -8.65 |       none
  7.930 |     FR |  SWING | UNSTABLE |    0.566 |   -9.97 |    1.62 |  -10.00 |   -8.67 |       none
  7.940 |     FR |  SWING | UNSTABLE |    0.567 |   -9.97 |    1.75 |  -10.00 |   -8.70 |       none
  7.950 |     FR |  SWING | UNSTABLE |    0.568 |   -9.97 |    1.88 |  -10.00 |   -8.72 |       none
  7.960 |     FR |  SWING | UNSTABLE |    0.569 |   -9.97 |    2.00 |  -10.00 |   -8.74 |       none
  7.970 |     FR |  SWING | UNSTABLE |    0.569 |   -9.97 |    2.12 |  -10.00 |   -8.76 |       none
  7.980 |     FR |  SWING | UNSTABLE |    0.570 |   -9.97 |    2.25 |  -10.00 |   -8.78 |       none
  7.990 |     FR |  SWING | UNSTABLE |    0.571 |   -9.97 |    2.38 |  -10.00 |   -8.80 |       none
  8.000 |     FR |  SWING | UNSTABLE |    0.571 |   -9.97 |    2.50 |  -10.00 |   -8.82 |       none
  8.010 |     FR |  SWING | UNSTABLE |    0.572 |   -9.97 |    2.62 |  -10.00 |   -8.84 |       none
  8.020 |     FR |  SWING | UNSTABLE |    0.573 |   -9.97 |    2.75 |  -10.00 |   -8.86 |       none
  8.030 |     FR |  SWING | UNSTABLE |    0.574 |   -9.97 |    2.88 |  -10.00 |   -8.88 |       none
  8.040 |     FR |  SWING | UNSTABLE |    0.574 |   -9.97 |    3.00 |  -10.00 |   -8.90 |       none
  8.050 |     FR |  SWING | UNSTABLE |    0.575 |   -9.97 |    3.12 |  -10.00 |   -8.91 |       none
  8.060 |     FR |  SWING | UNSTABLE |    0.576 |   -9.97 |    3.25 |  -10.00 |   -8.93 |       none
  8.070 |     FR |  SWING | UNSTABLE |    0.576 |   -9.97 |    3.38 |  -10.00 |   -8.95 |       none
  8.080 |     FR |  SWING | UNSTABLE |    0.577 |   -9.97 |    3.50 |  -10.00 |   -8.97 |       none
  8.090 |     FR |  SWING | UNSTABLE |    0.578 |   -9.97 |    3.62 |  -10.00 |   -8.98 |       none
  8.100 |     FR |  SWING | UNSTABLE |    0.579 |   -9.97 |    3.75 |  -10.00 |   -9.00 |       none
  8.110 |     FR |  SWING | UNSTABLE |    0.579 |   -9.97 |    3.88 |  -10.00 |   -9.02 |       none
  8.120 |     FR |  SWING | UNSTABLE |    0.580 |   -9.97 |    4.00 |  -10.00 |   -9.04 |       none
  8.130 |     FR |  SWING | UNSTABLE |    0.581 |   -9.97 |    4.12 |  -10.00 |   -9.05 |       none
  8.140 |     FR |  SWING | UNSTABLE |    0.581 |   -9.97 |    4.25 |  -10.00 |   -9.07 |       none
  8.150 |     FR |  SWING | UNSTABLE |    0.582 |   -9.97 |    4.38 |  -10.00 |   -9.08 |       none
  8.160 |     FR |  SWING | UNSTABLE |    0.583 |   -9.97 |    4.50 |  -10.00 |   -9.10 |       none
  8.170 |     FR |  SWING | UNSTABLE |    0.584 |   -9.97 |    4.62 |  -10.00 |   -9.11 |       none
  8.180 |     FR |  SWING | UNSTABLE |    0.584 |   -9.97 |    4.75 |  -10.00 |   -9.13 |       none
  8.190 |     FR |  SWING | UNSTABLE |    0.585 |   -9.97 |    4.88 |  -10.00 |   -9.14 |       none
  8.200 |     FR |  SWING | UNSTABLE |    0.586 |   -9.97 |    5.00 |  -10.00 |   -9.16 |       none
  8.210 |     FR |  SWING | UNSTABLE |    0.586 |   -9.97 |    5.12 |  -10.00 |   -9.17 |       none
  8.220 |     FR |  SWING | UNSTABLE |    0.587 |   -9.97 |    5.25 |  -10.00 |   -9.19 |       none
  8.230 |     FR |  SWING | UNSTABLE |    0.588 |   -9.97 |    5.38 |  -10.00 |   -9.20 |       none
  8.240 |     FR |  SWING | UNSTABLE |    0.589 |   -9.97 |    5.50 |  -10.00 |   -9.21 |       none
  8.250 |     FR |  SWING | UNSTABLE |    0.589 |   -9.97 |    5.62 |  -10.00 |   -9.22 |       none
  8.260 |     FR |  SWING | UNSTABLE |    0.590 |   -9.97 |    5.75 |  -10.00 |   -9.24 |       none
  8.270 |     FR |  SWING | UNSTABLE |    0.591 |   -9.97 |    5.88 |  -10.00 |   -9.25 |       none
  8.280 |     FR |  SWING | UNSTABLE |    0.591 |   -9.97 |    6.00 |  -10.00 |   -9.26 |       none
  8.290 |     FR |  SWING | UNSTABLE |    0.592 |   -9.97 |    6.12 |  -10.00 |   -9.28 |       none
  8.300 |     FR |  SWING | UNSTABLE |    0.593 |   -9.97 |    6.25 |  -10.00 |   -9.29 |       none
  8.310 |     FR |  SWING | UNSTABLE |    0.594 |   -9.97 |    6.38 |  -10.00 |   -9.30 |       none
  8.320 |     FR |  SWING | UNSTABLE |    0.594 |   -9.97 |    6.50 |  -10.00 |   -9.31 |       none
  8.330 |     FR |  SWING | UNSTABLE |    0.595 |   -9.97 |    6.62 |  -10.00 |   -9.32 |       none
  8.340 |     FR |  SWING | UNSTABLE |    0.596 |   -9.97 |    6.75 |  -10.00 |   -9.33 |       none
  8.350 |     FR |  SWING | UNSTABLE |    0.596 |   -9.97 |    6.88 |  -10.00 |   -9.34 |       none
  8.360 |     FR |  SWING | UNSTABLE |    0.597 |   -9.97 |    7.00 |  -10.00 |   -9.36 |       none
  8.370 |     FR |  SWING | UNSTABLE |    0.598 |   -9.97 |    7.12 |  -10.00 |   -9.37 |       none
  8.380 |     FR |  SWING | UNSTABLE |    0.599 |   -9.97 |    7.25 |  -10.00 |   -9.38 |       none
  8.390 |     FR |  SWING | UNSTABLE |    0.599 |   -9.97 |    7.38 |  -10.00 |   -9.39 |       none
  8.400 |     FR |  SWING | UNSTABLE |    0.600 |   -9.97 |    7.50 |  -10.00 |   -9.40 |       none
  8.410 |     FR |  SWING | UNSTABLE |    0.601 |   -9.97 |    7.62 |  -10.00 |   -9.41 |       none
  8.420 |     FR |  SWING | UNSTABLE |    0.601 |   -9.97 |    7.75 |  -10.00 |   -9.42 |       none
  8.430 |     FR |  SWING | UNSTABLE |    0.602 |   -9.97 |    7.88 |  -10.00 |   -9.43 |       none
  8.440 |     FR |  SWING | UNSTABLE |    0.603 |   -9.97 |    8.00 |  -10.00 |   -9.44 |       none
  8.450 |     FR |  SWING | UNSTABLE |    0.604 |   -9.97 |    8.12 |  -10.00 |   -9.45 |       none
  8.460 |     FR |  SWING | UNSTABLE |    0.604 |   -9.97 |    8.25 |  -10.00 |   -9.46 |       none
  8.470 |     FR |  SWING | UNSTABLE |    0.605 |   -9.97 |    8.38 |  -10.00 |   -9.46 |       none
  8.480 |     FR |  SWING | UNSTABLE |    0.606 |   -9.97 |    8.50 |  -10.00 |   -9.47 |       none
  8.490 |     FR |  SWING | UNSTABLE |    0.606 |   -9.97 |    8.62 |  -10.00 |   -9.48 |       none
  8.500 |     FR |  SWING | UNSTABLE |    0.607 |   -9.97 |    8.75 |  -10.00 |   -9.49 |       none
  8.510 |     FR |  SWING | UNSTABLE |    0.608 |   -9.97 |    8.88 |  -10.00 |   -9.50 |       none
  8.520 |     FR |  SWING | UNSTABLE |    0.609 |   -9.97 |    9.00 |  -10.00 |   -9.51 |       none
  8.530 |     FR |  SWING | UNSTABLE |    0.609 |   -9.97 |    9.12 |  -10.00 |   -9.52 |       none
  8.540 |     FR |  SWING | UNSTABLE |    0.610 |   -9.97 |    9.25 |  -10.00 |   -9.52 |       none
  8.550 |     FR |  SWING | UNSTABLE |    0.611 |   -9.97 |    9.38 |  -10.00 |   -9.53 |       none
  8.560 |     FR |  SWING | UNSTABLE |    0.611 |   -9.97 |    9.50 |  -10.00 |   -9.54 |       none
  8.570 |     FR |  SWING | UNSTABLE |    0.612 |   -9.97 |    9.62 |  -10.00 |   -9.55 |       none
  8.580 |     FR |  SWING | UNSTABLE |    0.613 |   -9.97 |    9.75 |  -10.00 |   -9.55 |       none
  8.590 |     FR |  SWING | UNSTABLE |    0.614 |   -9.97 |    9.88 |  -10.00 |   -9.56 |       none
  8.600 |     FR |  SWING | UNSTABLE |    0.614 |   -9.97 |   10.00 |  -10.00 |   -9.57 |       none
  8.610 |     FR |  SWING | UNSTABLE |    0.615 |   -9.97 |   10.12 |  -10.00 |   -9.58 |       none
  8.620 |     FR |  SWING | UNSTABLE |    0.616 |   -9.97 |   10.25 |  -10.00 |   -9.58 |       none
  8.630 |     FR |  SWING | UNSTABLE |    0.616 |   -9.97 |   10.38 |  -10.00 |   -9.59 |       none
  8.640 |     FR |  SWING | UNSTABLE |    0.617 |   -9.97 |   10.50 |  -10.00 |   -9.60 |       none
  8.650 |     FR |  SWING | UNSTABLE |    0.618 |   -9.97 |   10.62 |  -10.00 |   -9.60 |       none
  8.660 |     FR |  SWING | UNSTABLE |    0.619 |   -9.97 |   10.75 |  -10.00 |   -9.61 |       none
  8.670 |     FR |  SWING | UNSTABLE |    0.619 |   -9.97 |   10.88 |  -10.00 |   -9.62 |       none
  8.680 |     FR |  SWING | UNSTABLE |    0.620 |   -9.97 |   11.00 |  -10.00 |   -9.62 |       none
  8.690 |     FR |  SWING | UNSTABLE |    0.621 |   -9.97 |   11.12 |  -10.00 |   -9.63 |       none
  8.700 |     FR |  SWING | UNSTABLE |    0.621 |   -9.97 |   11.25 |  -10.00 |   -9.63 |       none
  8.710 |     FR |  SWING | UNSTABLE |    0.622 |   -9.97 |   11.38 |  -10.00 |   -9.64 |       none
  8.720 |     FR |  SWING | UNSTABLE |    0.623 |   -9.97 |   11.50 |  -10.00 |   -9.65 |       none
  8.730 |     FR |  SWING | UNSTABLE |    0.624 |   -9.97 |   11.62 |  -10.00 |   -9.65 |       none
  8.740 |     FR |  SWING | UNSTABLE |    0.624 |   -9.97 |   11.75 |  -10.00 |   -9.66 |       none
  8.750 |     FR |  SWING | UNSTABLE |    0.625 |   -9.97 |   11.88 |  -10.00 |   -9.66 |       none
  8.760 |     FR |  SWING | UNSTABLE |    0.626 |   -9.97 |   12.00 |  -10.00 |   -9.67 |       none
  8.770 |     FR |  SWING | UNSTABLE |    0.626 |   -9.97 |   12.12 |  -10.00 |   -9.68 |       none
  8.780 |     FR |  SWING | UNSTABLE |    0.627 |   -9.97 |   12.25 |  -10.00 |   -9.68 |       none
  8.790 |     FR |  SWING | UNSTABLE |    0.628 |   -9.97 |   12.38 |  -10.00 |   -9.69 |       none
  8.800 |     FR |  SWING | UNSTABLE |    0.629 |   -9.97 |   12.50 |  -10.00 |   -9.69 |       none
  8.810 |     FR |  SWING | UNSTABLE |    0.629 |   -9.97 |   12.62 |  -10.00 |   -9.70 |       none
  8.820 |     FR |  SWING | UNSTABLE |    0.630 |   -9.97 |   12.75 |  -10.00 |   -9.70 |       none
  8.830 |     FR |  SWING | UNSTABLE |    0.631 |   -9.97 |   12.88 |  -10.00 |   -9.71 |       none
  8.840 |     FR |  SWING | UNSTABLE |    0.631 |   -9.97 |   13.00 |  -10.00 |   -9.71 |       none
  8.850 |     FR |  SWING | UNSTABLE |    0.632 |   -9.97 |   13.12 |  -10.00 |   -9.72 |       none
  8.860 |     FR |  SWING | UNSTABLE |    0.633 |   -9.97 |   13.25 |  -10.00 |   -9.72 |       none
  8.870 |     FR |  SWING | UNSTABLE |    0.634 |   -9.97 |   13.38 |  -10.00 |   -9.73 |       none
  8.880 |     FR |  SWING | UNSTABLE |    0.634 |   -9.97 |   13.50 |  -10.00 |   -9.73 |       none
  8.890 |     FR |  SWING | UNSTABLE |    0.635 |   -9.97 |   13.62 |  -10.00 |   -9.73 |       none
  8.900 |     FR |  SWING | UNSTABLE |    0.636 |   -9.97 |   13.75 |  -10.00 |   -9.74 |       none
  8.910 |     FR |  SWING | UNSTABLE |    0.636 |   -9.97 |   13.88 |  -10.00 |   -9.74 |       none
  8.920 |     FR |  SWING | UNSTABLE |    0.637 |   -9.97 |   14.00 |  -10.00 |   -9.75 |       none
  8.930 |     FR |  SWING | UNSTABLE |    0.638 |   -9.97 |   14.12 |  -10.00 |   -9.75 |       none
  8.940 |     FR |  SWING | UNSTABLE |    0.639 |   -9.97 |   14.25 |  -10.00 |   -9.76 |       none
  8.950 |     FR |  SWING | UNSTABLE |    0.639 |   -9.97 |   14.38 |  -10.00 |   -9.76 |       none
